source,accuracy_top_n,n
BLAST (new),0.9521628050392036,943
GEAC (1st place),0.9991190203506299,943
GEAC (2nd place),0.9986785305259448,943
GEAC (3rd place),0.9344551140868645,943
GEAC (4th place),0.9992952162805039,943
GEAC Ensemble,0.999559510175315,943
Nielsen & Voigt (2018),0.9907497136816139,943
Alley et al. (2020),0.9879305788036297,944
"BLAST (Alley et al., corrected)",0.9521628050392036,944
"BLAST (Alley et al., original)",0.9050303937979033,944
BLAST (new),0.9521628050392036,944
GEAC (1st place),0.9991190203506299,944
GEAC (2nd place),0.9986785305259448,944
GEAC (3rd place),0.9344551140868645,944
GEAC (4th place),0.9992952162805039,944
GEAC Ensemble,0.999559510175315,944
Nielsen & Voigt (2018),0.9908378116465509,944
Alley et al. (2020),0.9879305788036297,945
"BLAST (Alley et al., corrected)",0.9521628050392036,945
"BLAST (Alley et al., original)",0.9050303937979033,945
BLAST (new),0.9521628050392036,945
GEAC (1st place),0.9991190203506299,945
GEAC (2nd place),0.9986785305259448,945
GEAC (3rd place),0.9344551140868645,945
GEAC (4th place),0.9992952162805039,945
GEAC Ensemble,0.999559510175315,945
Nielsen & Voigt (2018),0.9908378116465509,945
Alley et al. (2020),0.9879305788036297,946
"BLAST (Alley et al., corrected)",0.9521628050392036,946
"BLAST (Alley et al., original)",0.9050303937979033,946
BLAST (new),0.9521628050392036,946
GEAC (1st place),0.9991190203506299,946
GEAC (2nd place),0.9986785305259448,946
GEAC (3rd place),0.9344551140868645,946
GEAC (4th place),0.9992952162805039,946
GEAC Ensemble,0.999559510175315,946
Nielsen & Voigt (2018),0.990925909611488,946
Alley et al. (2020),0.9879305788036297,947
"BLAST (Alley et al., corrected)",0.9521628050392036,947
"BLAST (Alley et al., original)",0.9050303937979033,947
BLAST (new),0.9521628050392036,947
GEAC (1st place),0.9991190203506299,947
GEAC (2nd place),0.9986785305259448,947
GEAC (3rd place),0.9344551140868645,947
GEAC (4th place),0.9992952162805039,947
GEAC Ensemble,0.999559510175315,947
Nielsen & Voigt (2018),0.990925909611488,947
Alley et al. (2020),0.9880186767685667,948
"BLAST (Alley et al., corrected)",0.9521628050392036,948
"BLAST (Alley et al., original)",0.9050303937979033,948
BLAST (new),0.9521628050392036,948
GEAC (1st place),0.9991190203506299,948
GEAC (2nd place),0.9986785305259448,948
GEAC (3rd place),0.9344551140868645,948
GEAC (4th place),0.9992952162805039,948
GEAC Ensemble,0.999559510175315,948
Nielsen & Voigt (2018),0.991014007576425,948
Alley et al. (2020),0.9880186767685667,949
"BLAST (Alley et al., corrected)",0.9521628050392036,949
"BLAST (Alley et al., original)",0.9050303937979033,949
BLAST (new),0.9521628050392036,949
GEAC (1st place),0.9991190203506299,949
GEAC (2nd place),0.9987666284908818,949
GEAC (3rd place),0.9344551140868645,949
GEAC (4th place),0.9992952162805039,949
GEAC Ensemble,0.999559510175315,949
Nielsen & Voigt (2018),0.991014007576425,949
Alley et al. (2020),0.9880186767685667,950
"BLAST (Alley et al., corrected)",0.9521628050392036,950
"BLAST (Alley et al., original)",0.9050303937979033,950
BLAST (new),0.9521628050392036,950
GEAC (1st place),0.9991190203506299,950
GEAC (2nd place),0.9987666284908818,950
GEAC (3rd place),0.9344551140868645,950
GEAC (4th place),0.9992952162805039,950
GEAC Ensemble,0.999559510175315,950
Nielsen & Voigt (2018),0.991014007576425,950
Alley et al. (2020),0.9881948726984406,951
"BLAST (Alley et al., corrected)",0.9521628050392036,951
"BLAST (Alley et al., original)",0.9050303937979033,951
BLAST (new),0.9521628050392036,951
GEAC (1st place),0.9991190203506299,951
GEAC (2nd place),0.9988547264558189,951
GEAC (3rd place),0.9344551140868645,951
GEAC (4th place),0.9992952162805039,951
GEAC Ensemble,0.999647608140252,951
Nielsen & Voigt (2018),0.991014007576425,951
Alley et al. (2020),0.9881948726984406,952
"BLAST (Alley et al., corrected)",0.9521628050392036,952
"BLAST (Alley et al., original)",0.9050303937979033,952
BLAST (new),0.9521628050392036,952
GEAC (1st place),0.9991190203506299,952
GEAC (2nd place),0.9988547264558189,952
GEAC (3rd place),0.9344551140868645,952
GEAC (4th place),0.9992952162805039,952
GEAC Ensemble,0.999647608140252,952
Nielsen & Voigt (2018),0.991014007576425,952
Alley et al. (2020),0.9881948726984406,953
"BLAST (Alley et al., corrected)",0.9521628050392036,953
"BLAST (Alley et al., original)",0.9050303937979033,953
BLAST (new),0.9521628050392036,953
GEAC (1st place),0.9991190203506299,953
GEAC (2nd place),0.9988547264558189,953
GEAC (3rd place),0.9344551140868645,953
GEAC (4th place),0.9993833142454409,953
GEAC Ensemble,0.999647608140252,953
Nielsen & Voigt (2018),0.991014007576425,953
Alley et al. (2020),0.9881948726984406,954
"BLAST (Alley et al., corrected)",0.9521628050392036,954
"BLAST (Alley et al., original)",0.9050303937979033,954
BLAST (new),0.9521628050392036,954
GEAC (1st place),0.9992071183155669,954
GEAC (2nd place),0.9988547264558189,954
GEAC (3rd place),0.9344551140868645,954
GEAC (4th place),0.9993833142454409,954
GEAC Ensemble,0.999647608140252,954
Nielsen & Voigt (2018),0.991014007576425,954
Alley et al. (2020),0.9881948726984406,955
"BLAST (Alley et al., corrected)",0.9521628050392036,955
"BLAST (Alley et al., original)",0.9050303937979033,955
BLAST (new),0.9521628050392036,955
GEAC (1st place),0.9992071183155669,955
GEAC (2nd place),0.9988547264558189,955
GEAC (3rd place),0.9344551140868645,955
GEAC (4th place),0.9993833142454409,955
GEAC Ensemble,0.999647608140252,955
Nielsen & Voigt (2018),0.991014007576425,955
Alley et al. (2020),0.9883710686283147,956
"BLAST (Alley et al., corrected)",0.9521628050392036,956
"BLAST (Alley et al., original)",0.9050303937979033,956
BLAST (new),0.9521628050392036,956
GEAC (1st place),0.9992071183155669,956
GEAC (2nd place),0.9988547264558189,956
GEAC (3rd place),0.9344551140868645,956
GEAC (4th place),0.9993833142454409,956
GEAC Ensemble,0.999647608140252,956
Nielsen & Voigt (2018),0.991014007576425,956
Alley et al. (2020),0.9883710686283147,957
"BLAST (Alley et al., corrected)",0.9521628050392036,957
"BLAST (Alley et al., original)",0.9050303937979033,957
BLAST (new),0.9521628050392036,957
GEAC (1st place),0.9992071183155669,957
GEAC (2nd place),0.9988547264558189,957
GEAC (3rd place),0.9344551140868645,957
GEAC (4th place),0.9993833142454409,957
GEAC Ensemble,0.999647608140252,957
Nielsen & Voigt (2018),0.991014007576425,957
Alley et al. (2020),0.9883710686283147,958
"BLAST (Alley et al., corrected)",0.9521628050392036,958
"BLAST (Alley et al., original)",0.9050303937979033,958
BLAST (new),0.9521628050392036,958
GEAC (1st place),0.9992071183155669,958
GEAC (2nd place),0.9988547264558189,958
GEAC (3rd place),0.9344551140868645,958
GEAC (4th place),0.9993833142454409,958
GEAC Ensemble,0.999647608140252,958
Nielsen & Voigt (2018),0.991014007576425,958
Alley et al. (2020),0.9884591665932517,959
"BLAST (Alley et al., corrected)",0.9521628050392036,959
"BLAST (Alley et al., original)",0.9050303937979033,959
BLAST (new),0.9521628050392036,959
GEAC (1st place),0.9992071183155669,959
GEAC (2nd place),0.9988547264558189,959
GEAC (3rd place),0.9344551140868645,959
GEAC (4th place),0.9993833142454409,959
GEAC Ensemble,0.999647608140252,959
Nielsen & Voigt (2018),0.991014007576425,959
Alley et al. (2020),0.9884591665932517,960
"BLAST (Alley et al., corrected)",0.9521628050392036,960
"BLAST (Alley et al., original)",0.9050303937979033,960
BLAST (new),0.9521628050392036,960
GEAC (1st place),0.9992071183155669,960
GEAC (2nd place),0.9988547264558189,960
GEAC (3rd place),0.9344551140868645,960
GEAC (4th place),0.9993833142454409,960
GEAC Ensemble,0.999647608140252,960
Nielsen & Voigt (2018),0.991190203506299,960
Alley et al. (2020),0.9884591665932517,961
"BLAST (Alley et al., corrected)",0.9521628050392036,961
"BLAST (Alley et al., original)",0.9050303937979033,961
BLAST (new),0.9521628050392036,961
GEAC (1st place),0.9992071183155669,961
GEAC (2nd place),0.9988547264558189,961
GEAC (3rd place),0.9344551140868645,961
GEAC (4th place),0.9993833142454409,961
GEAC Ensemble,0.999647608140252,961
Nielsen & Voigt (2018),0.991278301471236,961
Alley et al. (2020),0.9884591665932517,962
"BLAST (Alley et al., corrected)",0.9521628050392036,962
"BLAST (Alley et al., original)",0.9050303937979033,962
BLAST (new),0.9521628050392036,962
GEAC (1st place),0.9992071183155669,962
GEAC (2nd place),0.9988547264558189,962
GEAC (3rd place),0.9344551140868645,962
GEAC (4th place),0.9993833142454409,962
GEAC Ensemble,0.999647608140252,962
Nielsen & Voigt (2018),0.991278301471236,962
Alley et al. (2020),0.9884591665932517,963
"BLAST (Alley et al., corrected)",0.9521628050392036,963
"BLAST (Alley et al., original)",0.9050303937979033,963
BLAST (new),0.9521628050392036,963
GEAC (1st place),0.9992071183155669,963
GEAC (2nd place),0.9988547264558189,963
GEAC (3rd place),0.9344551140868645,963
GEAC (4th place),0.9993833142454409,963
GEAC Ensemble,0.999647608140252,963
Nielsen & Voigt (2018),0.991278301471236,963
Alley et al. (2020),0.9884591665932517,964
"BLAST (Alley et al., corrected)",0.9521628050392036,964
"BLAST (Alley et al., original)",0.9050303937979033,964
BLAST (new),0.9521628050392036,964
GEAC (1st place),0.9992071183155669,964
GEAC (2nd place),0.9988547264558189,964
GEAC (3rd place),0.9344551140868645,964
GEAC (4th place),0.9993833142454409,964
GEAC Ensemble,0.999647608140252,964
Nielsen & Voigt (2018),0.991366399436173,964
Alley et al. (2020),0.9884591665932517,965
"BLAST (Alley et al., corrected)",0.9521628050392036,965
"BLAST (Alley et al., original)",0.9050303937979033,965
BLAST (new),0.9521628050392036,965
GEAC (1st place),0.9992071183155669,965
GEAC (2nd place),0.9988547264558189,965
GEAC (3rd place),0.9344551140868645,965
GEAC (4th place),0.9993833142454409,965
GEAC Ensemble,0.999647608140252,965
Nielsen & Voigt (2018),0.991366399436173,965
Alley et al. (2020),0.9886353625231257,966
"BLAST (Alley et al., corrected)",0.9521628050392036,966
"BLAST (Alley et al., original)",0.9050303937979033,966
BLAST (new),0.9521628050392036,966
GEAC (1st place),0.9992071183155669,966
GEAC (2nd place),0.9988547264558189,966
GEAC (3rd place),0.9344551140868645,966
GEAC (4th place),0.9993833142454409,966
GEAC Ensemble,0.999647608140252,966
Nielsen & Voigt (2018),0.99145449740111,966
Alley et al. (2020),0.9887234604880627,967
"BLAST (Alley et al., corrected)",0.9521628050392036,967
"BLAST (Alley et al., original)",0.9050303937979033,967
BLAST (new),0.9521628050392036,967
GEAC (1st place),0.9992071183155669,967
GEAC (2nd place),0.9988547264558189,967
GEAC (3rd place),0.9344551140868645,967
GEAC (4th place),0.9993833142454409,967
GEAC Ensemble,0.999647608140252,967
Nielsen & Voigt (2018),0.9916306933309841,967
Alley et al. (2020),0.9888115584529997,968
"BLAST (Alley et al., corrected)",0.9521628050392036,968
"BLAST (Alley et al., original)",0.9050303937979033,968
BLAST (new),0.9521628050392036,968
GEAC (1st place),0.9992071183155669,968
GEAC (2nd place),0.9988547264558189,968
GEAC (3rd place),0.9344551140868645,968
GEAC (4th place),0.9993833142454409,968
GEAC Ensemble,0.999647608140252,968
Nielsen & Voigt (2018),0.9916306933309841,968
Alley et al. (2020),0.9888996564179368,969
"BLAST (Alley et al., corrected)",0.9521628050392036,969
"BLAST (Alley et al., original)",0.9050303937979033,969
BLAST (new),0.9521628050392036,969
GEAC (1st place),0.9992071183155669,969
GEAC (2nd place),0.9988547264558189,969
GEAC (3rd place),0.9344551140868645,969
GEAC (4th place),0.9993833142454409,969
GEAC Ensemble,0.999647608140252,969
Nielsen & Voigt (2018),0.9916306933309841,969
Alley et al. (2020),0.9888996564179368,970
"BLAST (Alley et al., corrected)",0.9521628050392036,970
"BLAST (Alley et al., original)",0.9050303937979033,970
BLAST (new),0.9521628050392036,970
GEAC (1st place),0.9992071183155669,970
GEAC (2nd place),0.9988547264558189,970
GEAC (3rd place),0.9344551140868645,970
GEAC (4th place),0.9993833142454409,970
GEAC Ensemble,0.999647608140252,970
Nielsen & Voigt (2018),0.9916306933309841,970
Alley et al. (2020),0.9889877543828738,971
"BLAST (Alley et al., corrected)",0.9521628050392036,971
"BLAST (Alley et al., original)",0.9050303937979033,971
BLAST (new),0.9521628050392036,971
GEAC (1st place),0.9992071183155669,971
GEAC (2nd place),0.9988547264558189,971
GEAC (3rd place),0.9344551140868645,971
GEAC (4th place),0.9993833142454409,971
GEAC Ensemble,0.999647608140252,971
Nielsen & Voigt (2018),0.9916306933309841,971
Alley et al. (2020),0.9889877543828738,972
"BLAST (Alley et al., corrected)",0.9521628050392036,972
"BLAST (Alley et al., original)",0.9050303937979033,972
BLAST (new),0.9521628050392036,972
GEAC (1st place),0.9992071183155669,972
GEAC (2nd place),0.9988547264558189,972
GEAC (3rd place),0.9344551140868645,972
GEAC (4th place),0.9993833142454409,972
GEAC Ensemble,0.999647608140252,972
Nielsen & Voigt (2018),0.9916306933309841,972
Alley et al. (2020),0.9890758523478108,973
"BLAST (Alley et al., corrected)",0.9521628050392036,973
"BLAST (Alley et al., original)",0.9050303937979033,973
BLAST (new),0.9521628050392036,973
GEAC (1st place),0.9992071183155669,973
GEAC (2nd place),0.9988547264558189,973
GEAC (3rd place),0.9344551140868645,973
GEAC (4th place),0.9993833142454409,973
GEAC Ensemble,0.999647608140252,973
Nielsen & Voigt (2018),0.9916306933309841,973
Alley et al. (2020),0.9890758523478108,974
"BLAST (Alley et al., corrected)",0.9521628050392036,974
"BLAST (Alley et al., original)",0.9050303937979033,974
BLAST (new),0.9521628050392036,974
GEAC (1st place),0.9992071183155669,974
GEAC (2nd place),0.9988547264558189,974
GEAC (3rd place),0.9344551140868645,974
GEAC (4th place),0.9993833142454409,974
GEAC Ensemble,0.999647608140252,974
Nielsen & Voigt (2018),0.9916306933309841,974
Alley et al. (2020),0.9890758523478108,975
"BLAST (Alley et al., corrected)",0.9521628050392036,975
"BLAST (Alley et al., original)",0.9050303937979033,975
BLAST (new),0.9521628050392036,975
GEAC (1st place),0.9992071183155669,975
GEAC (2nd place),0.9988547264558189,975
GEAC (3rd place),0.9344551140868645,975
GEAC (4th place),0.9993833142454409,975
GEAC Ensemble,0.999647608140252,975
Nielsen & Voigt (2018),0.9916306933309841,975
Alley et al. (2020),0.9890758523478108,976
"BLAST (Alley et al., corrected)",0.9521628050392036,976
"BLAST (Alley et al., original)",0.9050303937979033,976
BLAST (new),0.9521628050392036,976
GEAC (1st place),0.9992071183155669,976
GEAC (2nd place),0.9988547264558189,976
GEAC (3rd place),0.9344551140868645,976
GEAC (4th place),0.9993833142454409,976
GEAC Ensemble,0.999647608140252,976
Nielsen & Voigt (2018),0.9916306933309841,976
Alley et al. (2020),0.9890758523478108,977
"BLAST (Alley et al., corrected)",0.9521628050392036,977
"BLAST (Alley et al., original)",0.9050303937979033,977
BLAST (new),0.9521628050392036,977
GEAC (1st place),0.9992071183155669,977
GEAC (2nd place),0.9989428244207559,977
GEAC (3rd place),0.9344551140868645,977
GEAC (4th place),0.9993833142454409,977
GEAC Ensemble,0.999647608140252,977
Nielsen & Voigt (2018),0.9916306933309841,977
Alley et al. (2020),0.9890758523478108,978
"BLAST (Alley et al., corrected)",0.9521628050392036,978
"BLAST (Alley et al., original)",0.9050303937979033,978
BLAST (new),0.9521628050392036,978
GEAC (1st place),0.9992071183155669,978
GEAC (2nd place),0.9989428244207559,978
GEAC (3rd place),0.9344551140868645,978
GEAC (4th place),0.9993833142454409,978
GEAC Ensemble,0.999647608140252,978
Nielsen & Voigt (2018),0.9917187912959211,978
Alley et al. (2020),0.9890758523478108,979
"BLAST (Alley et al., corrected)",0.9521628050392036,979
"BLAST (Alley et al., original)",0.9050303937979033,979
BLAST (new),0.9521628050392036,979
GEAC (1st place),0.9992071183155669,979
GEAC (2nd place),0.9989428244207559,979
GEAC (3rd place),0.9344551140868645,979
GEAC (4th place),0.9993833142454409,979
GEAC Ensemble,0.999647608140252,979
Nielsen & Voigt (2018),0.991806889260858,979
Alley et al. (2020),0.9890758523478108,980
"BLAST (Alley et al., corrected)",0.9521628050392036,980
"BLAST (Alley et al., original)",0.9050303937979033,980
BLAST (new),0.9521628050392036,980
GEAC (1st place),0.9992071183155669,980
GEAC (2nd place),0.9989428244207559,980
GEAC (3rd place),0.9344551140868645,980
GEAC (4th place),0.9993833142454409,980
GEAC Ensemble,0.999647608140252,980
Nielsen & Voigt (2018),0.991894987225795,980
Alley et al. (2020),0.9891639503127477,981
"BLAST (Alley et al., corrected)",0.9521628050392036,981
"BLAST (Alley et al., original)",0.9050303937979033,981
BLAST (new),0.9521628050392036,981
GEAC (1st place),0.9992071183155669,981
GEAC (2nd place),0.9990309223856929,981
GEAC (3rd place),0.9344551140868645,981
GEAC (4th place),0.9993833142454409,981
GEAC Ensemble,0.999647608140252,981
Nielsen & Voigt (2018),0.9920711831556691,981
Alley et al. (2020),0.9892520482776848,982
"BLAST (Alley et al., corrected)",0.9521628050392036,982
"BLAST (Alley et al., original)",0.9050303937979033,982
BLAST (new),0.9521628050392036,982
GEAC (1st place),0.9992071183155669,982
GEAC (2nd place),0.9990309223856929,982
GEAC (3rd place),0.9344551140868645,982
GEAC (4th place),0.9994714122103779,982
GEAC Ensemble,0.999647608140252,982
Nielsen & Voigt (2018),0.9920711831556691,982
Alley et al. (2020),0.9892520482776848,983
"BLAST (Alley et al., corrected)",0.9521628050392036,983
"BLAST (Alley et al., original)",0.9050303937979033,983
BLAST (new),0.9521628050392036,983
GEAC (1st place),0.9992071183155669,983
GEAC (2nd place),0.9991190203506299,983
GEAC (3rd place),0.9344551140868645,983
GEAC (4th place),0.9994714122103779,983
GEAC Ensemble,0.999647608140252,983
Nielsen & Voigt (2018),0.9920711831556691,983
Alley et al. (2020),0.9892520482776848,984
"BLAST (Alley et al., corrected)",0.9521628050392036,984
"BLAST (Alley et al., original)",0.9050303937979033,984
BLAST (new),0.9521628050392036,984
GEAC (1st place),0.9992071183155669,984
GEAC (2nd place),0.9991190203506299,984
GEAC (3rd place),0.9344551140868645,984
GEAC (4th place),0.9994714122103779,984
GEAC Ensemble,0.999647608140252,984
Nielsen & Voigt (2018),0.9921592811206061,984
Alley et al. (2020),0.9892520482776848,985
"BLAST (Alley et al., corrected)",0.9521628050392036,985
"BLAST (Alley et al., original)",0.9050303937979033,985
BLAST (new),0.9521628050392036,985
GEAC (1st place),0.9992071183155669,985
GEAC (2nd place),0.9991190203506299,985
GEAC (3rd place),0.9344551140868645,985
GEAC (4th place),0.9994714122103779,985
GEAC Ensemble,0.999647608140252,985
Nielsen & Voigt (2018),0.9922473790855432,985
Alley et al. (2020),0.9892520482776848,986
"BLAST (Alley et al., corrected)",0.9521628050392036,986
"BLAST (Alley et al., original)",0.9050303937979033,986
BLAST (new),0.9521628050392036,986
GEAC (1st place),0.9992071183155669,986
GEAC (2nd place),0.9991190203506299,986
GEAC (3rd place),0.9344551140868645,986
GEAC (4th place),0.9994714122103779,986
GEAC Ensemble,0.999647608140252,986
Nielsen & Voigt (2018),0.9922473790855432,986
Alley et al. (2020),0.9892520482776848,987
"BLAST (Alley et al., corrected)",0.9521628050392036,987
"BLAST (Alley et al., original)",0.9050303937979033,987
BLAST (new),0.9521628050392036,987
GEAC (1st place),0.9992071183155669,987
GEAC (2nd place),0.9991190203506299,987
GEAC (3rd place),0.9344551140868645,987
GEAC (4th place),0.9994714122103779,987
GEAC Ensemble,0.999647608140252,987
Nielsen & Voigt (2018),0.9922473790855432,987
Alley et al. (2020),0.9892520482776848,988
"BLAST (Alley et al., corrected)",0.9521628050392036,988
"BLAST (Alley et al., original)",0.9050303937979033,988
BLAST (new),0.9521628050392036,988
GEAC (1st place),0.9992071183155669,988
GEAC (2nd place),0.9991190203506299,988
GEAC (3rd place),0.9344551140868645,988
GEAC (4th place),0.9994714122103779,988
GEAC Ensemble,0.999647608140252,988
Nielsen & Voigt (2018),0.9922473790855432,988
Alley et al. (2020),0.9892520482776848,989
"BLAST (Alley et al., corrected)",0.9521628050392036,989
"BLAST (Alley et al., original)",0.9050303937979033,989
BLAST (new),0.9521628050392036,989
GEAC (1st place),0.9992952162805039,989
GEAC (2nd place),0.9991190203506299,989
GEAC (3rd place),0.9344551140868645,989
GEAC (4th place),0.9994714122103779,989
GEAC Ensemble,0.999647608140252,989
Nielsen & Voigt (2018),0.9922473790855432,989
Alley et al. (2020),0.9892520482776848,990
"BLAST (Alley et al., corrected)",0.9521628050392036,990
"BLAST (Alley et al., original)",0.9050303937979033,990
BLAST (new),0.9521628050392036,990
GEAC (1st place),0.9992952162805039,990
GEAC (2nd place),0.9991190203506299,990
GEAC (3rd place),0.9344551140868645,990
GEAC (4th place),0.9994714122103779,990
GEAC Ensemble,0.9997357061051889,990
Nielsen & Voigt (2018),0.9922473790855432,990
Alley et al. (2020),0.9893401462426218,991
"BLAST (Alley et al., corrected)",0.9521628050392036,991
"BLAST (Alley et al., original)",0.9050303937979033,991
BLAST (new),0.9521628050392036,991
GEAC (1st place),0.9992952162805039,991
GEAC (2nd place),0.9991190203506299,991
GEAC (3rd place),0.9344551140868645,991
GEAC (4th place),0.9994714122103779,991
GEAC Ensemble,0.9997357061051889,991
Nielsen & Voigt (2018),0.9922473790855432,991
Alley et al. (2020),0.9894282442075588,992
"BLAST (Alley et al., corrected)",0.9521628050392036,992
"BLAST (Alley et al., original)",0.9050303937979033,992
BLAST (new),0.9521628050392036,992
GEAC (1st place),0.9992952162805039,992
GEAC (2nd place),0.9991190203506299,992
GEAC (3rd place),0.9344551140868645,992
GEAC (4th place),0.9994714122103779,992
GEAC Ensemble,0.9997357061051889,992
Nielsen & Voigt (2018),0.9922473790855432,992
Alley et al. (2020),0.9894282442075588,993
"BLAST (Alley et al., corrected)",0.9521628050392036,993
"BLAST (Alley et al., original)",0.9050303937979033,993
BLAST (new),0.9521628050392036,993
GEAC (1st place),0.9992952162805039,993
GEAC (2nd place),0.9992071183155669,993
GEAC (3rd place),0.9344551140868645,993
GEAC (4th place),0.9994714122103779,993
GEAC Ensemble,0.9997357061051889,993
Nielsen & Voigt (2018),0.9922473790855432,993
Alley et al. (2020),0.9894282442075588,994
"BLAST (Alley et al., corrected)",0.9521628050392036,994
"BLAST (Alley et al., original)",0.9050303937979033,994
BLAST (new),0.9521628050392036,994
GEAC (1st place),0.9992952162805039,994
GEAC (2nd place),0.9992071183155669,994
GEAC (3rd place),0.9344551140868645,994
GEAC (4th place),0.9994714122103779,994
GEAC Ensemble,0.9997357061051889,994
Nielsen & Voigt (2018),0.9922473790855432,994
Alley et al. (2020),0.9894282442075588,995
"BLAST (Alley et al., corrected)",0.9521628050392036,995
"BLAST (Alley et al., original)",0.9050303937979033,995
BLAST (new),0.9521628050392036,995
GEAC (1st place),0.9992952162805039,995
GEAC (2nd place),0.9992071183155669,995
GEAC (3rd place),0.9344551140868645,995
GEAC (4th place),0.9994714122103779,995
GEAC Ensemble,0.9997357061051889,995
Nielsen & Voigt (2018),0.9922473790855432,995
Alley et al. (2020),0.9894282442075588,996
"BLAST (Alley et al., corrected)",0.9521628050392036,996
"BLAST (Alley et al., original)",0.9050303937979033,996
BLAST (new),0.9521628050392036,996
GEAC (1st place),0.9992952162805039,996
GEAC (2nd place),0.9992071183155669,996
GEAC (3rd place),0.9344551140868645,996
GEAC (4th place),0.9994714122103779,996
GEAC Ensemble,0.9997357061051889,996
Nielsen & Voigt (2018),0.9922473790855432,996
Alley et al. (2020),0.9895163421724958,997
"BLAST (Alley et al., corrected)",0.9521628050392036,997
"BLAST (Alley et al., original)",0.9050303937979033,997
BLAST (new),0.9521628050392036,997
GEAC (1st place),0.9992952162805039,997
GEAC (2nd place),0.9992071183155669,997
GEAC (3rd place),0.9344551140868645,997
GEAC (4th place),0.9994714122103779,997
GEAC Ensemble,0.9997357061051889,997
Nielsen & Voigt (2018),0.9922473790855432,997
Alley et al. (2020),0.9895163421724958,998
"BLAST (Alley et al., corrected)",0.9521628050392036,998
"BLAST (Alley et al., original)",0.9050303937979033,998
BLAST (new),0.9521628050392036,998
GEAC (1st place),0.9992952162805039,998
GEAC (2nd place),0.9992071183155669,998
GEAC (3rd place),0.9344551140868645,998
GEAC (4th place),0.9994714122103779,998
GEAC Ensemble,0.9997357061051889,998
Nielsen & Voigt (2018),0.9922473790855432,998
Alley et al. (2020),0.9895163421724958,999
"BLAST (Alley et al., corrected)",0.9521628050392036,999
"BLAST (Alley et al., original)",0.9050303937979033,999
BLAST (new),0.9521628050392036,999
GEAC (1st place),0.9992952162805039,999
GEAC (2nd place),0.9992071183155669,999
GEAC (3rd place),0.9344551140868645,999
GEAC (4th place),0.9994714122103779,999
GEAC Ensemble,0.9997357061051889,999
Nielsen & Voigt (2018),0.9923354770504801,999
Alley et al. (2020),0.9896044401374329,1000
"BLAST (Alley et al., corrected)",0.9521628050392036,1000
"BLAST (Alley et al., original)",0.9050303937979033,1000
BLAST (new),0.9521628050392036,1000
GEAC (1st place),0.9992952162805039,1000
GEAC (2nd place),0.9992071183155669,1000
GEAC (3rd place),0.9344551140868645,1000
GEAC (4th place),0.9994714122103779,1000
GEAC Ensemble,0.9997357061051889,1000
Nielsen & Voigt (2018),0.9923354770504801,1000
Alley et al. (2020),0.9896044401374329,1001
"BLAST (Alley et al., corrected)",0.9521628050392036,1001
"BLAST (Alley et al., original)",0.9050303937979033,1001
BLAST (new),0.9521628050392036,1001
GEAC (1st place),0.9992952162805039,1001
GEAC (2nd place),0.9992071183155669,1001
GEAC (3rd place),0.9344551140868645,1001
GEAC (4th place),0.9994714122103779,1001
GEAC Ensemble,0.9997357061051889,1001
Nielsen & Voigt (2018),0.9923354770504801,1001
Alley et al. (2020),0.9896044401374329,1002
"BLAST (Alley et al., corrected)",0.9521628050392036,1002
"BLAST (Alley et al., original)",0.9050303937979033,1002
BLAST (new),0.9521628050392036,1002
GEAC (1st place),0.9993833142454409,1002
GEAC (2nd place),0.9992071183155669,1002
GEAC (3rd place),0.9344551140868645,1002
GEAC (4th place),0.9994714122103779,1002
GEAC Ensemble,0.9997357061051889,1002
Nielsen & Voigt (2018),0.9924235750154171,1002
Alley et al. (2020),0.9896044401374329,1003
"BLAST (Alley et al., corrected)",0.9521628050392036,1003
"BLAST (Alley et al., original)",0.9050303937979033,1003
BLAST (new),0.9521628050392036,1003
GEAC (1st place),0.9993833142454409,1003
GEAC (2nd place),0.9992071183155669,1003
GEAC (3rd place),0.9344551140868645,1003
GEAC (4th place),0.9994714122103779,1003
GEAC Ensemble,0.9997357061051889,1003
Nielsen & Voigt (2018),0.9924235750154171,1003
Alley et al. (2020),0.9896925381023698,1004
"BLAST (Alley et al., corrected)",0.9521628050392036,1004
"BLAST (Alley et al., original)",0.9050303937979033,1004
BLAST (new),0.9521628050392036,1004
GEAC (1st place),0.9993833142454409,1004
GEAC (2nd place),0.9992071183155669,1004
GEAC (3rd place),0.9344551140868645,1004
GEAC (4th place),0.999559510175315,1004
GEAC Ensemble,0.9997357061051889,1004
Nielsen & Voigt (2018),0.9925997709452912,1004
Alley et al. (2020),0.9897806360673068,1005
"BLAST (Alley et al., corrected)",0.9521628050392036,1005
"BLAST (Alley et al., original)",0.9050303937979033,1005
BLAST (new),0.9521628050392036,1005
GEAC (1st place),0.9993833142454409,1005
GEAC (2nd place),0.9992071183155669,1005
GEAC (3rd place),0.9344551140868645,1005
GEAC (4th place),0.999559510175315,1005
GEAC Ensemble,0.9997357061051889,1005
Nielsen & Voigt (2018),0.9926878689102282,1005
Alley et al. (2020),0.9899568319971809,1006
"BLAST (Alley et al., corrected)",0.9521628050392036,1006
"BLAST (Alley et al., original)",0.9050303937979033,1006
BLAST (new),0.9521628050392036,1006
GEAC (1st place),0.9993833142454409,1006
GEAC (2nd place),0.9992071183155669,1006
